,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-23,Rain and humid throughout the day.,rain,1600820340,1600863900,0.23,0.5833,1.8291,1600798500,0.92,rain,23.3,1600858440,20.7,1600909380,24.61,1600858140,22.07,1600894560,22.14,1.0,1004.8,1.85,5.43,1600814700,55,0.99,5,1600841640,15.782,256.1,21.14,1600808820,23.3,1600858440,22.3,1600808880,24.61,1600858140
1,2020-09-24,Rain and humid throughout the day.,rain,1600906800,1600950240,0.27,1.119,2.6828,1600916460,0.95,rain,24.19,1600933260,21.66,1600991340,25.57,1600934460,22.88,1600984920,22.39,1.0,1006.1,1.46,3.74,1600884900,41,1.0,5,1600928580,13.066,255.7,20.7,1600909380,24.19,1600933260,22.07,1600894560,25.57,1600934460
2,2020-09-25,Humid and overcast throughout the day.,rain,1600993200,1601036580,0.3,0.1361,0.3923,1600975980,0.55,rain,28.87,1601021700,21.26,1601077860,35.35,1601021880,22.5,1601077620,23.98,0.98,1004.6,1.21,3.28,1601045340,141,0.9,5,1601014860,16.093,261.2,21.66,1600991340,28.87,1601021700,22.88,1600984920,35.35,1601021880
3,2020-09-26,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1601079600,1601122920,0.34,0.0963,0.2889,1601123160,0.23,rain,28.34,1601110080,21.55,1601164680,34.88,1601109960,22.89,1601164380,24.14,0.98,1004.2,1.14,2.57,1601106600,113,0.4,7,1601103300,16.093,263.7,21.26,1601077860,28.34,1601110080,22.5,1601077620,34.88,1601109960
4,2020-09-27,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1601166060,1601209260,0.37,0.1424,0.2783,1601222760,0.35,rain,30.8,1601196900,21.2,1601250660,37.2,1601195640,22.26,1601250660,23.58,0.92,1006.1,1.21,2.63,1601169480,155,0.37,7,1601188260,16.093,260.7,21.55,1601164680,30.8,1601196900,22.89,1601164380,37.2,1601195640
5,2020-09-28,Humid throughout the day.,clear-day,1601252460,1601295600,0.4,0.1148,0.3524,1601240100,0.2,rain,30.4,1601283120,21.64,1601336940,36.57,1601282940,22.68,1601337000,23.33,0.91,1007.7,1.09,2.19,1601283300,65,0.07,10,1601273220,16.093,257.2,21.2,1601250660,30.4,1601283120,22.26,1601250660,36.57,1601282940
6,2020-09-29,Humid throughout the day.,clear-day,1601338920,1601381880,0.43,0.0185,0.099,1601381580,0.06,rain,31.49,1601368080,22.34,1601423340,35.27,1601368080,23.22,1601423400,22.39,0.81,1006.3,1.26,1.96,1601369640,96,0.03,10,1601359980,16.093,253.6,21.64,1601336940,31.49,1601368080,22.68,1601337000,35.27,1601368080
7,2020-09-30,Humid throughout the day.,clear-day,1601425320,1601468220,0.46,0.0046,0.0193,1601466840,0.06,rain,31.28,1601456040,22.88,1601509800,34.93,1601456340,23.67,1601509800,21.76,0.77,1004.7,1.16,1.89,1601456160,349,0.21,10,1601446080,16.093,253.7,22.34,1601423340,31.28,1601456040,23.22,1601423400,34.93,1601456340
