,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2020-09-24,Heavy rain throughout the day.,rain,1600906680,1600950180,0.27,3.701,7.0719,1600925760,0.94,rain,19.33,1600931640,16.56,1600993200,20.63,1600931700,17.63,1600992720,18.07,1.0,1006.8,1.69,3.52,1600905300,39,1.0,6,1600928520,8.003,250.8,17.04,1600915620,19.33,1600931640,18.23,1600971300,20.63,1600931700
1,2020-09-25,Humid and mostly cloudy throughout the day.,rain,1600993140,1601036520,0.3,0.1997,0.479,1600992180,0.44,rain,23.21,1601019240,16.21,1601077920,24.23,1601021040,16.96,1601077860,19.5,1.0,1005.5,1.13,2.13,1601022180,37,0.74,6,1601015820,16.05,256.2,16.56,1600993200,23.21,1601019240,17.63,1600992720,24.23,1601021040
2,2020-09-26,Humid and partly cloudy throughout the day.,partly-cloudy-day,1601079540,1601122860,0.34,0.1482,0.3737,1601132640,0.26,rain,27.24,1601103960,16.9,1601164440,30.04,1601104440,17.67,1601164440,20.62,0.97,1005.2,1.13,1.7,1601143620,69,0.23,9,1601100300,16.093,260.6,16.21,1601077920,27.24,1601103960,16.96,1601077860,30.04,1601104440
3,2020-09-27,Humid throughout the day.,clear-day,1601166000,1601209200,0.37,0.0737,0.1921,1601144100,0.22,rain,27.91,1601191740,17.65,1601250780,29.97,1601192400,18.17,1601250840,20.29,0.92,1007.1,1.14,2.28,1601196000,70,0.07,10,1601186940,16.093,259.6,16.9,1601164440,27.91,1601191740,17.67,1601164440,29.97,1601192400
4,2020-09-28,Humid and partly cloudy throughout the day.,partly-cloudy-day,1601252400,1601295480,0.4,0.1391,0.7814,1601305440,0.22,rain,28.63,1601279580,18.45,1601337600,31.21,1601279640,19.47,1601337660,20.27,0.89,1008.0,1.13,1.96,1601281920,217,0.23,9,1601273220,16.093,255.8,17.65,1601250780,28.63,1601279580,18.17,1601250840,31.21,1601279640
5,2020-09-29,Humid throughout the day.,clear-day,1601338860,1601381820,0.43,0.0646,0.1818,1601316900,0.19,rain,28.08,1601364780,18.56,1601423640,31.78,1601364900,19.37,1601423700,21.71,0.96,1007.6,1.02,2.11,1601369280,55,0.16,10,1601359200,16.093,251.4,18.45,1601337600,28.08,1601364780,19.47,1601337660,31.78,1601364900
6,2020-09-30,Humid and partly cloudy throughout the day.,partly-cloudy-day,1601425260,1601468160,0.46,0.0583,0.2703,1601478120,0.14,rain,28.95,1601449920,19.28,1601510160,32.21,1601450100,20.21,1601510220,21.38,0.9,1005.9,1.14,2.11,1601455860,205,0.47,8,1601445000,16.093,250.6,18.56,1601423640,28.95,1601449920,19.37,1601423700,32.21,1601450100
7,2020-10-01,Humid throughout the day.,clear-day,1601511720,1601554500,0.49,0.1517,0.7275,1601553180,0.22,rain,28.42,1601536020,18.52,1601596440,31.98,1601536560,19.29,1601596500,21.64,0.94,1005.5,1.1,1.69,1601532840,40,0.33,9,1601532600,16.093,248.2,19.28,1601510160,28.42,1601536020,20.21,1601510220,31.98,1601536560
